make,price,body_type,type,doors,warranty,mileage,gearbox,metallic,seller,seats,engine_size,empty_weight,non_smoker_vehicle,country,power_kwh,age,fuel_type,co2_emissions,fuel_consumption_comb,safety_security_kmeans,comfort_convenience_kmeans,entertainment_kmeans,extras_kmeans,general_inspection_2,full_service_history_2,upholstery_2,previous_owner_2,taxi_or_rental_car_2,emission_class_euro
SEAT,28490,Off-Road/Pick-up,Used,5,0,22291.0,Automatic,1,Dealer,5,1984.0,1541.0,1,DE,140.0,3,Benzine,156.0,227.1652173913044,2,2,2,1,0,1,Other,1 owner,No,6
SEAT,23990,Off-Road/Pick-up,Used,5,1,75653.0,Manual,1,Dealer,5,1498.0,1432.0,1,BE,110.0,3,Benzine,121.0,186.14400000000003,1,2,2,1,0,1,Leather,1 owner,No,6
SEAT,23000,Off-Road/Pick-up,Used,5,1,56421.0,Manual,0,Dealer,5,1968.0,1453.0,0,ES,110.0,3,Diesel,124.5,174.5126315789474,1,0,0,0,0,0,Other,Other,No,6
SEAT,24480,Off-Road/Pick-up,Used,5,0,49500.0,Manual,1,Dealer,5,1968.0,1453.0,1,DE,110.0,3,Diesel,124.0,174.5126315789474,2,2,2,1,0,1,Leather,1 owner,No,6
SEAT,36170,Off-Road/Pick-up,Used,4,1,22688.0,Automatic,1,Dealer,5,1984.0,1432.0,1,DE,221.0,2,Benzine,175.0,227.1652173913044,1,2,2,2,1,1,Leather,1 owner,No,6
SEAT,34990,Off-Road/Pick-up,Used,5,0,37000.0,Automatic,1,Dealer,5,1498.0,1621.0,1,BE,110.0,2,Benzine,138.0,197.56800000000004,2,2,2,2,0,1,Leather,1 owner,No,6
SEAT,15790,Off-Road/Pick-up,Used,5,1,143464.0,Manual,0,Dealer,5,1598.0,1432.0,0,ES,85.0,2,Diesel,124.5,174.98666666666668,0,0,0,0,0,0,Other,Other,No,6
SEAT,25290,Off-Road/Pick-up,Used,5,0,29580.0,Manual,1,Dealer,5,1498.0,1400.0,1,BE,110.0,2,Benzine,131.0,186.14400000000003,2,2,2,1,0,1,Other,1 owner,No,6
SEAT,38890,Off-Road/Pick-up,Used,4,1,21300.0,Automatic,1,Dealer,5,1984.0,1432.0,1,DE,221.0,2,Benzine,168.0,227.1652173913044,2,2,2,2,1,1,Leather,1 owner,No,6
SEAT,36985,Off-Road/Pick-up,Used,5,1,24917.0,Automatic,1,Dealer,5,1984.0,1607.0,1,DE,221.0,3,Benzine,168.0,227.1652173913044,2,2,2,2,1,1,Leather,1 owner,No,6
SEAT,24950,Off-Road/Pick-up,Used,5,1,124999.0,Automatic,1,Dealer,5,1968.0,1432.0,1,DE,110.0,3,Diesel,124.5,184.03928571428574,2,2,2,2,2,1,Leather,Other,No,6
SEAT,35880,Off-Road/Pick-up,Used,5,0,32632.0,Automatic,1,Dealer,5,1984.0,1615.0,1,DE,221.0,2,Benzine,168.0,227.1652173913044,1,2,1,1,1,1,Leather,1 owner,No,6
SEAT,24990,Off-Road/Pick-up,Used,5,1,52775.0,Manual,0,Dealer,5,1968.0,1462.0,1,DE,110.0,3,Diesel,149.0,174.5126315789474,2,2,1,1,1,0,Leather,1 owner,No,6
SEAT,15950,Off-Road/Pick-up,Used,5,1,155965.0,Manual,0,Dealer,5,1600.0,1432.0,0,ES,85.0,4,Diesel,124.5,200.90323057773838,0,0,0,0,0,0,Other,Other,No,6
SEAT,24990,Off-Road/Pick-up,Used,5,0,71239.0,Automatic,1,Dealer,5,1968.0,1483.0,1,DE,110.0,3,Diesel,123.0,184.03928571428574,2,2,2,1,0,0,Other,1 owner,No,6
SEAT,29980,Off-Road/Pick-up,Used,5,0,49735.0,Automatic,1,Dealer,5,1968.0,1589.0,0,DE,140.0,4,Diesel,135.0,184.03928571428574,2,2,2,1,0,0,Leather,1 owner,No,6
SEAT,22490,Off-Road/Pick-up,Used,5,0,118938.0,Automatic,1,Dealer,5,1968.0,1589.0,1,DE,140.0,6,Diesel,135.0,184.03928571428574,2,2,2,2,2,1,Leather,Other,No,6
SEAT,19990,Off-Road/Pick-up,Used,4,1,42058.0,Manual,1,Dealer,5,1395.0,1432.0,1,DE,110.0,4,Benzine,126.0,181.44000000000003,2,1,2,1,1,1,Other,1 owner,No,6
SEAT,22900,Off-Road/Pick-up,Used,5,1,13954.0,Manual,1,Dealer,5,1498.0,1214.0,1,DE,110.0,3,Benzine,131.0,166.96615384615382,2,2,2,2,1,1,Leather,Other,No,6
SEAT,32250,Off-Road/Pick-up,Demonstration,5,1,23990.0,Automatic,1,Dealer,5,1968.0,1432.0,1,BE,110.0,1,Diesel,118.0,184.03928571428574,1,2,1,0,0,1,Leather,1 owner,No,6
SEAT,26499,Off-Road/Pick-up,Used,5,1,48787.0,Automatic,1,Dealer,5,1498.0,1370.0,1,BE,110.0,2,Benzine,121.0,187.61302325581394,2,2,2,1,0,1,Other,1 owner,No,6
SEAT,23410,Off-Road/Pick-up,Used,5,2,19913.0,Manual,1,Dealer,5,1498.0,1355.0,0,DE,110.0,3,Benzine,126.0,186.14400000000003,2,1,1,1,1,0,Other,1 owner,No,6
SEAT,15990,Off-Road/Pick-up,Used,5,0,96500.0,Manual,0,Dealer,5,1598.0,1303.0,1,DE,85.0,4,Diesel,114.0,159.032,2,1,2,1,0,1,Other,1 owner,No,6
SEAT,34890,Off-Road/Pick-up,Used,5,0,4414.0,Automatic,1,Dealer,5,1968.0,1432.0,1,DE,110.0,1,Diesel,119.0,184.03928571428574,1,1,2,1,2,1,Leather,1 owner,No,6
SEAT,35990,Off-Road/Pick-up,Used,5,1,59122.0,Automatic,1,Dealer,7,1984.0,1773.0,1,DE,140.0,2,Benzine,166.0,244.44000000000003,2,2,2,1,0,1,Leather,1 owner,No,6
SEAT,36990,Off-Road/Pick-up,Used,5,2,19970.0,Automatic,1,Dealer,5,1498.0,1780.0,1,BE,110.0,1,Benzine,132.0,197.56800000000004,0,0,0,0,0,1,Other,1 owner,No,6
SEAT,27990,Off-Road/Pick-up,Used,5,1,60913.0,Manual,1,Dealer,5,1498.0,1780.0,1,BE,110.0,3,Benzine,171.0,207.76000000000002,2,2,1,0,0,1,Other,1 owner,No,6
SEAT,23900,Off-Road/Pick-up,Used,5,1,59986.0,Manual,1,Dealer,5,1968.0,1432.0,1,DE,110.0,6,Diesel,124.5,174.5126315789474,2,2,2,1,1,1,Leather,Other,No,6
SEAT,32390,Off-Road/Pick-up,Used,4,0,48510.0,Automatic,1,Dealer,7,1968.0,1780.0,0,DE,110.0,3,Diesel,146.0,214.97230769230768,2,2,2,1,2,0,Other,Other,No,6
SEAT,24985,Off-Road/Pick-up,Used,5,0,55000.0,Automatic,0,Dealer,5,1498.0,1432.0,0,DE,110.0,3,Benzine,130.0,187.61302325581394,1,1,0,2,0,0,Other,1 owner,No,6
SEAT,18890,Off-Road/Pick-up,Used,5,1,57809.0,Manual,0,Dealer,5,1395.0,1432.0,0,ES,110.0,4,Benzine,127.0,181.44000000000003,0,0,0,0,0,0,Other,Other,No,6
SEAT,17990,Off-Road/Pick-up,Employee's car,5,0,9783.0,Manual,0,Dealer,5,999.0,1214.0,1,DE,66.0,1,LPG/CNG,103.0,73.87896428571428,1,1,1,1,1,1,Other,1 owner,No,6
SEAT,33980,Off-Road/Pick-up,Used,5,0,59751.0,Automatic,0,Dealer,7,1968.0,1816.0,0,DE,140.0,3,Diesel,148.0,214.97230769230768,2,2,2,2,2,1,Other,Other,No,6
SEAT,28880,Off-Road/Pick-up,Used,5,1,49563.0,Automatic,1,Dealer,5,1968.0,1509.0,0,DE,110.0,2,Diesel,124.5,184.03928571428574,2,2,2,1,1,1,Other,1 owner,No,6
SEAT,19990,Off-Road/Pick-up,Used,5,1,102627.0,Manual,1,Dealer,5,1968.0,1432.0,1,DE,110.0,4,Diesel,124.5,174.5126315789474,2,1,1,1,1,1,Other,Other,No,6
SEAT,23470,Off-Road/Pick-up,Used,5,0,20200.0,Automatic,0,Dealer,5,1498.0,1432.0,1,DE,110.0,4,Benzine,129.0,187.61302325581394,1,1,0,0,0,1,Other,1 owner,No,6
SEAT,20970,Off-Road/Pick-up,Used,5,0,6600.0,Automatic,1,Dealer,5,999.0,1212.0,0,DE,85.0,2,Benzine,112.0,163.91351351351352,2,2,2,1,1,1,Other,1 owner,No,6
SEAT,18900,Off-Road/Pick-up,Used,5,1,88526.0,Manual,1,Dealer,5,1598.0,1432.0,1,DE,85.0,5,Diesel,124.5,174.98666666666668,1,1,1,1,1,0,Other,Other,No,6
SEAT,28390,Off-Road/Pick-up,Used,5,1,12355.0,Manual,0,Dealer,5,2000.0,1780.0,0,ES,110.0,1,Diesel,146.5,200.90323057773838,0,0,0,0,0,0,Other,Other,No,6
SEAT,22680,Off-Road/Pick-up,Used,5,1,83509.0,Manual,0,Dealer,5,1968.0,1432.0,1,DE,110.0,2,Diesel,124.0,174.5126315789474,1,2,2,1,1,1,Other,1 owner,No,6
SEAT,33900,Off-Road/Pick-up,Used,5,0,44100.0,Automatic,1,Dealer,5,1968.0,1816.0,1,DE,140.0,3,Diesel,193.0,214.97230769230768,2,2,2,2,2,1,Leather,1 owner,No,6
SEAT,16500,Off-Road/Pick-up,Used,5,1,24593.0,Manual,0,Dealer,5,999.0,1214.0,0,ES,85.0,3,Benzine,113.0,160.3392,0,0,0,0,0,0,Other,Other,No,6
SEAT,38990,Off-Road/Pick-up,Used,5,0,8830.0,Automatic,0,Dealer,5,1984.0,1432.0,1,DE,221.0,2,Benzine,199.0,227.1652173913044,2,2,1,1,1,1,Leather,1 owner,No,6
SEAT,26990,Off-Road/Pick-up,Used,5,1,36200.0,Automatic,1,Dealer,5,1968.0,1432.0,1,DE,110.0,2,Diesel,124.5,184.03928571428574,2,1,2,1,2,1,Other,1 owner,No,6
SEAT,19900,Off-Road/Pick-up,Used,5,1,43714.0,Manual,1,Dealer,5,999.0,1214.0,1,DE,85.0,2,Benzine,136.0,160.3392,1,1,2,1,1,1,Other,Other,No,6
SEAT,27970,Off-Road/Pick-up,Demonstration,5,1,25595.0,Automatic,1,Dealer,5,1498.0,1432.0,1,BE,110.0,1,Benzine,123.0,187.61302325581394,1,2,2,0,0,1,Other,1 owner,No,6
SEAT,14990,Off-Road/Pick-up,Used,5,1,12700.0,Manual,0,Dealer,5,999.0,1180.0,1,DE,70.0,2,Benzine,113.0,160.3392,1,1,1,1,1,1,Other,1 owner,No,6
SEAT,14990,Off-Road/Pick-up,Used,5,1,130000.0,Manual,0,Dealer,5,1598.0,1288.0,0,ES,70.0,4,Diesel,115.0,159.032,0,0,0,0,0,0,Other,Other,No,6
SEAT,21580,Off-Road/Pick-up,Used,5,1,28293.0,Manual,0,Dealer,5,1498.0,1224.0,1,DE,110.0,3,Benzine,112.0,166.96615384615382,2,2,2,1,1,1,Other,1 owner,No,6
SEAT,13890,Off-Road/Pick-up,Used,5,1,114649.0,Automatic,0,Dealer,5,1598.0,1214.0,0,ES,70.0,3,Diesel,115.0,172.4133333333333,0,0,0,0,0,0,Other,Other,No,6
SEAT,33490,Off-Road/Pick-up,Demonstration,5,0,32500.0,Automatic,1,Dealer,5,1968.0,1598.0,1,DE,110.0,2,Diesel,138.0,184.03928571428574,2,2,2,1,0,1,Leather,1 owner,No,6
SEAT,23595,Off-Road/Pick-up,Used,5,2,1.0,Manual,1,Dealer,5,999.0,1193.0,0,BE,81.0,1,Benzine,109.0,160.3392,1,1,2,0,0,0,Other,Other,No,6
SEAT,29995,Off-Road/Pick-up,Used,5,0,42602.0,Automatic,1,Dealer,5,1968.0,1803.0,0,BE,110.0,3,Diesel,146.0,214.97230769230768,2,1,1,1,0,1,Other,Other,No,6
SEAT,28490,Off-Road/Pick-up,Used,5,1,56000.0,Manual,0,Dealer,7,1968.0,1687.0,1,DE,110.0,3,Diesel,129.0,186.38285714285715,2,1,2,1,2,1,Other,1 owner,No,6
SEAT,17330,Off-Road/Pick-up,Used,4,1,46849.0,Manual,1,Dealer,5,999.0,1432.0,1,DE,85.0,4,Benzine,122.0,176.58666666666667,1,0,0,0,2,0,Other,1 owner,No,6
SEAT,23850,Off-Road/Pick-up,Used,5,0,48823.0,Manual,1,Dealer,5,1395.0,1432.0,0,DE,110.0,5,Benzine,122.0,181.44000000000003,1,1,1,0,0,0,Other,Other,No,6
SEAT,19900,Off-Road/Pick-up,Used,5,1,32887.0,Automatic,0,Dealer,5,1598.0,1214.0,1,DE,70.0,3,Diesel,115.0,172.4133333333333,1,1,2,1,1,1,Other,Other,No,6
SEAT,29950,Off-Road/Pick-up,Used,5,1,70925.0,Automatic,1,Dealer,5,1968.0,1483.0,0,DE,110.0,2,Diesel,123.0,184.03928571428574,2,2,1,1,2,0,Leather,1 owner,No,6
SEAT,24740,Off-Road/Pick-up,Used,4,1,37500.0,Manual,0,Dealer,5,1498.0,1432.0,1,DE,110.0,3,Benzine,126.0,186.14400000000003,2,1,1,1,2,0,Leather,Other,No,6
SEAT,23240,Off-Road/Pick-up,Used,4,1,15914.0,Manual,0,Dealer,5,1498.0,1214.0,1,DE,110.0,2,Benzine,112.0,166.96615384615382,2,2,2,2,2,0,Other,Other,No,6
SEAT,31330,Off-Road/Pick-up,Used,4,1,18229.0,Automatic,1,Dealer,5,1984.0,1432.0,1,DE,140.0,3,Benzine,156.0,227.1652173913044,2,2,2,1,2,0,Leather,1 owner,No,6
SEAT,28490,Off-Road/Pick-up,Used,5,0,39100.0,Manual,0,Dealer,5,1968.0,1780.0,1,DE,110.0,3,Diesel,154.0,186.38285714285715,1,1,1,1,1,1,Leather,1 owner,No,6
SEAT,22950,Off-Road/Pick-up,Used,4,1,30290.0,Manual,0,Dealer,5,1498.0,1214.0,1,DE,110.0,2,Benzine,112.0,166.96615384615382,2,2,2,2,1,1,Other,1 owner,No,6
SEAT,31990,Off-Road/Pick-up,Used,5,1,19700.0,Automatic,1,Dealer,5,1984.0,1380.0,1,DE,140.0,3,Benzine,124.0,227.1652173913044,2,2,2,1,1,1,Leather,1 owner,No,6
SEAT,17790,Off-Road/Pick-up,Used,5,1,3939.0,Manual,0,Dealer,5,999.0,1214.0,0,ES,66.0,2,Diesel,115.0,200.90323057773838,0,0,0,0,0,0,Other,Other,No,6
SEAT,20890,Off-Road/Pick-up,Used,5,1,92933.0,Manual,0,Dealer,5,1395.0,1432.0,0,ES,110.0,5,Benzine,127.0,181.44000000000003,0,0,0,0,0,0,Other,Other,No,6
SEAT,23850,Off-Road/Pick-up,Used,4,1,22950.0,Manual,1,Dealer,5,1498.0,1214.0,1,DE,110.0,2,Benzine,112.0,166.96615384615382,2,1,2,2,1,1,Other,1 owner,No,6
SEAT,25940,Off-Road/Pick-up,Used,5,1,29996.0,Automatic,1,Dealer,5,1498.0,1280.0,1,DE,110.0,4,Benzine,130.0,187.61302325581394,2,2,1,1,1,0,Other,Other,No,6
SEAT,18390,Off-Road/Pick-up,Used,5,1,42501.0,Manual,0,Dealer,5,1498.0,1222.0,1,DE,110.0,4,Benzine,115.0,166.96615384615382,2,1,2,1,0,0,Other,1 owner,No,6
SEAT,28990,Off-Road/Pick-up,Used,5,1,30436.0,Manual,0,Dealer,5,1498.0,1559.0,0,BE,110.0,3,Benzine,152.0,207.76000000000002,2,2,2,1,0,1,Other,1 owner,No,6
SEAT,27670,Off-Road/Pick-up,Demonstration,5,0,28136.0,Manual,1,Dealer,5,1968.0,1432.0,1,DE,110.0,2,Diesel,124.0,174.5126315789474,1,1,1,1,0,1,Other,Other,No,6
SEAT,23880,Off-Road/Pick-up,Used,5,0,28828.0,Manual,0,Dealer,5,1498.0,1224.0,1,DE,110.0,2,Benzine,110.0,166.96615384615382,1,1,1,1,1,1,Other,1 owner,No,6
SEAT,17150,Off-Road/Pick-up,Used,5,1,80157.0,Manual,0,Dealer,5,1395.0,1460.0,0,ES,110.0,5,Benzine,127.0,181.44000000000003,1,0,0,0,0,0,Other,Other,No,6
SEAT,15890,Off-Road/Pick-up,Used,5,0,27741.0,Manual,0,Dealer,5,999.0,1180.0,1,DE,70.0,2,Benzine,114.0,160.3392,1,1,1,0,0,1,Other,1 owner,No,6
SEAT,33950,Off-Road/Pick-up,Used,5,1,88528.0,Automatic,1,Dealer,5,1968.0,1816.0,0,DE,140.0,2,Diesel,147.0,214.97230769230768,2,2,2,1,0,0,Leather,1 owner,No,6
SEAT,26990,Off-Road/Pick-up,Used,5,2,27730.0,Manual,0,Dealer,5,1498.0,1599.0,1,DE,110.0,3,Benzine,152.0,207.76000000000002,2,2,2,1,2,0,Other,1 owner,No,6
SEAT,30900,Off-Road/Pick-up,Used,5,0,80802.0,Automatic,1,Dealer,5,1984.0,1541.0,0,DE,140.0,3,Benzine,156.0,227.1652173913044,2,2,2,1,1,1,Other,1 owner,No,6
SEAT,31470,Off-Road/Pick-up,Used,5,0,49716.0,Automatic,1,Dealer,5,1968.0,1803.0,0,DE,110.0,3,Diesel,146.0,214.97230769230768,2,2,2,1,2,0,Other,Other,No,6
SEAT,28449,Off-Road/Pick-up,Used,5,0,27174.0,Automatic,1,Dealer,5,1498.0,1370.0,1,DE,110.0,3,Benzine,129.0,187.61302325581394,2,2,2,2,1,1,Other,1 owner,No,6
SEAT,27440,Off-Road/Pick-up,Used,5,0,47500.0,Automatic,1,Dealer,5,1984.0,1432.0,1,DE,140.0,3,Benzine,156.0,227.1652173913044,2,2,2,1,0,1,Other,1 owner,No,6
SEAT,26950,Off-Road/Pick-up,Used,4,1,15000.0,Manual,1,Dealer,5,1968.0,1432.0,1,DE,110.0,3,Diesel,124.0,174.5126315789474,2,2,2,2,1,1,Leather,1 owner,No,6
SEAT,25380,Off-Road/Pick-up,Used,5,0,49000.0,Automatic,0,Dealer,5,1498.0,1370.0,1,DE,110.0,3,Benzine,129.0,187.61302325581394,2,2,1,1,1,0,Other,Other,No,6
SEAT,29465,Off-Road/Pick-up,Used,5,0,31926.0,Automatic,1,Dealer,5,1968.0,1483.0,1,DE,110.0,2,Diesel,123.0,184.03928571428574,2,2,2,2,1,1,Other,1 owner,No,6
SEAT,28990,Off-Road/Pick-up,Used,5,1,19900.0,Automatic,1,Dealer,5,1498.0,1370.0,0,ES,110.0,1,Benzine,127.0,187.61302325581394,0,0,0,0,0,0,Other,Other,No,6
SEAT,23990,Off-Road/Pick-up,Used,5,1,6535.0,Automatic,1,Dealer,5,999.0,1214.0,1,BE,81.0,1,Benzine,111.0,163.91351351351352,1,1,0,1,0,1,Other,1 owner,No,6
SEAT,24790,Off-Road/Pick-up,Used,4,0,61136.0,Manual,0,Dealer,5,1968.0,1473.0,1,DE,110.0,3,Diesel,124.0,174.5126315789474,2,2,2,2,1,1,Other,1 owner,No,6
SEAT,29400,Off-Road/Pick-up,Used,5,2,17631.0,Manual,0,Dealer,5,1968.0,1484.0,0,ES,110.0,1,Diesel,124.5,174.5126315789474,0,0,0,0,0,0,Other,Other,No,6
SEAT,21680,Off-Road/Pick-up,Used,5,2,8700.0,Automatic,1,Dealer,5,999.0,1181.0,1,DE,81.0,1,Benzine,113.0,163.91351351351352,2,2,1,0,1,0,Other,1 owner,Yes,6
SEAT,29990,Off-Road/Pick-up,Used,5,0,58600.0,Automatic,1,Dealer,5,1968.0,1483.0,1,DE,110.0,2,Diesel,154.0,184.03928571428574,2,2,2,2,2,1,Leather,1 owner,No,6
SEAT,22900,Off-Road/Pick-up,Used,5,0,67230.0,Manual,1,Dealer,5,1968.0,1548.0,1,DE,110.0,6,Diesel,129.0,174.5126315789474,2,2,2,1,2,1,Leather,1 owner,No,6
SEAT,32470,Off-Road/Pick-up,Used,5,0,49800.0,Automatic,1,Dealer,5,1968.0,1803.0,0,DE,110.0,3,Diesel,146.0,214.97230769230768,2,2,2,1,2,0,Other,Other,No,6
SEAT,34875,Off-Road/Pick-up,Used,5,0,48410.0,Automatic,1,Dealer,7,1968.0,1780.0,1,DE,140.0,3,Diesel,146.5,214.97230769230768,2,2,2,2,1,1,Other,1 owner,No,6
SEAT,20990,Off-Road/Pick-up,Used,5,1,18746.0,Manual,1,Dealer,5,999.0,1432.0,1,BE,85.0,6,Benzine,119.0,176.58666666666667,1,1,1,0,0,1,Other,1 owner,No,6
SEAT,19900,Off-Road/Pick-up,Used,5,1,79875.0,Manual,1,Dealer,5,1395.0,1432.0,1,DE,110.0,6,Benzine,127.0,181.44000000000003,2,2,2,2,1,1,Leather,Other,No,6
SEAT,20590,Off-Road/Pick-up,Used,5,1,58845.0,Manual,0,Dealer,5,1598.0,1432.0,0,ES,85.0,3,Diesel,124.5,174.98666666666668,0,0,0,0,0,0,Other,Other,No,6
SEAT,20890,Off-Road/Pick-up,Used,5,0,30834.0,Manual,1,Dealer,5,999.0,1280.0,1,DE,85.0,4,Benzine,119.0,176.58666666666667,2,2,2,1,0,1,Other,1 owner,No,6
SEAT,25970,Off-Road/Pick-up,Used,5,1,39030.0,Manual,0,Dealer,5,1498.0,1432.0,1,DE,110.0,2,Diesel,124.5,200.90323057773838,2,2,2,1,2,1,Other,1 owner,No,6
SEAT,21490,Off-Road/Pick-up,Used,5,1,9000.0,Automatic,1,Dealer,5,999.0,1210.0,1,BE,81.0,1,Benzine,109.0,163.91351351351352,1,1,2,1,0,1,Other,1 owner,No,6
SEAT,41980,Off-Road/Pick-up,Used,5,0,21623.0,Automatic,0,Dealer,7,1968.0,1780.0,1,DE,147.0,1,Diesel,148.0,214.97230769230768,2,2,2,2,0,1,Leather,1 owner,No,6
SEAT,36890,Off-Road/Pick-up,Used,5,0,29700.0,Automatic,0,Dealer,5,1968.0,1816.0,1,DE,140.0,3,Diesel,147.0,214.97230769230768,2,2,1,1,1,1,Leather,1 owner,No,6
SEAT,29990,Off-Road/Pick-up,Used,5,1,16395.0,Manual,1,Dealer,5,1968.0,1780.0,1,DE,110.0,3,Diesel,129.0,186.38285714285715,2,2,2,1,0,1,Leather,1 owner,No,6
SEAT,24580,Off-Road/Pick-up,Used,5,0,69755.0,Automatic,1,Dealer,5,1968.0,1589.0,1,DE,140.0,4,Diesel,135.0,184.03928571428574,2,2,1,1,1,1,Leather,1 owner,No,6
SEAT,29880,Off-Road/Pick-up,Used,5,0,51026.0,Automatic,0,Dealer,5,1968.0,1589.0,1,DE,140.0,4,Diesel,142.0,184.03928571428574,1,2,1,1,1,1,Leather,1 owner,No,6
SEAT,34825,Off-Road/Pick-up,Used,5,1,47032.0,Automatic,0,Dealer,5,1968.0,1523.0,1,DE,110.0,1,Diesel,138.0,184.03928571428574,2,2,2,1,1,1,Other,1 owner,No,6
SEAT,33440,Off-Road/Pick-up,Used,4,0,46924.0,Automatic,0,Dealer,5,1968.0,1831.0,0,DE,110.0,3,Diesel,146.0,214.97230769230768,2,2,2,2,1,1,Leather,1 owner,No,6
SEAT,14990,Off-Road/Pick-up,Used,5,1,52024.0,Manual,1,Dealer,5,999.0,1214.0,1,BE,66.0,2,LPG/CNG,98.0,73.87896428571428,1,1,0,0,0,1,Other,1 owner,No,6
SEAT,23990,Off-Road/Pick-up,Used,5,1,5428.0,Automatic,1,Dealer,5,999.0,1214.0,1,BE,81.0,1,Benzine,111.0,163.91351351351352,1,2,2,1,0,1,Other,1 owner,No,6
SEAT,38330,Off-Road/Pick-up,Used,5,1,39650.0,Automatic,1,Dealer,5,1968.0,1816.0,1,DE,140.0,2,Diesel,129.0,214.97230769230768,2,2,2,1,0,1,Leather,1 owner,No,6
SEAT,19770,Off-Road/Pick-up,Used,5,0,16500.0,Manual,1,Dealer,5,999.0,1187.0,0,DE,85.0,3,Benzine,113.0,160.3392,2,2,2,1,1,1,Other,1 owner,No,6
SEAT,24960,Off-Road/Pick-up,Used,5,0,65607.0,Automatic,0,Dealer,5,1968.0,1432.0,1,DE,140.0,4,Diesel,124.5,184.03928571428574,1,2,1,1,1,1,Leather,Other,No,6
SEAT,30990,Off-Road/Pick-up,Used,5,0,9623.0,Manual,1,Dealer,5,1498.0,1400.0,1,DE,110.0,1,Benzine,131.0,186.14400000000003,2,2,2,2,1,1,Leather,1 owner,Yes,6
SEAT,28940,Off-Road/Pick-up,Used,5,1,64392.0,Manual,1,Dealer,5,1498.0,1625.0,1,DE,110.0,3,Benzine,147.0,207.76000000000002,2,2,2,2,1,1,Leather,1 owner,No,6
SEAT,27680,Off-Road/Pick-up,Used,5,1,44517.0,Automatic,1,Dealer,5,1968.0,1483.0,1,DE,110.0,3,Diesel,125.0,184.03928571428574,2,2,2,1,2,0,Leather,1 owner,No,6
SEAT,26999,Off-Road/Pick-up,Used,5,0,31649.0,Automatic,1,Dealer,5,1498.0,1370.0,1,DE,110.0,2,Benzine,124.0,187.61302325581394,2,1,2,2,0,1,Leather,1 owner,No,6
SEAT,19220,Off-Road/Pick-up,Used,4,1,15927.0,Automatic,1,Dealer,5,999.0,1214.0,1,DE,85.0,3,Benzine,123.0,163.91351351351352,1,2,1,1,1,1,Other,1 owner,No,6
SEAT,7900,Off-Road/Pick-up,Used,5,0,155018.0,Manual,0,Dealer,5,1968.0,1615.0,0,ES,103.0,12,Diesel,152.0,250.9,0,0,0,0,0,0,Other,Other,No,4
SEAT,30450,Off-Road/Pick-up,Demonstration,5,1,26518.0,Automatic,1,Dealer,5,1498.0,1432.0,0,DE,110.0,2,Benzine,124.0,187.61302325581394,2,2,2,1,2,0,Leather,1 owner,No,6
SEAT,19950,Off-Road/Pick-up,Used,5,1,62641.0,Manual,1,Dealer,5,1395.0,1349.0,0,DE,110.0,4,Benzine,127.0,181.44000000000003,1,1,1,0,1,0,Other,1 owner,No,6
SEAT,34890,Off-Road/Pick-up,Used,5,1,16600.0,Automatic,1,Dealer,5,1968.0,1432.0,1,DE,110.0,1,Diesel,124.5,184.03928571428574,2,2,1,1,1,1,Leather,1 owner,No,6
SEAT,27990,Off-Road/Pick-up,Used,5,1,44511.0,Automatic,1,Dealer,5,1968.0,1589.0,1,DE,140.0,5,Diesel,135.0,184.03928571428574,2,2,2,2,1,1,Leather,1 owner,No,6
SEAT,35980,Off-Road/Pick-up,Employee's car,4,0,5935.0,Automatic,1,Dealer,7,1968.0,1728.0,0,DE,110.0,1,Diesel,133.0,214.97230769230768,2,2,2,2,2,1,Other,1 owner,No,6
SEAT,21890,Off-Road/Pick-up,Employee's car,5,2,9000.0,Automatic,1,Dealer,5,999.0,1214.0,1,DE,81.0,1,Benzine,113.0,163.91351351351352,2,1,1,1,2,1,Other,1 owner,No,6
SEAT,16440,Off-Road/Pick-up,Used,4,1,36328.0,Manual,1,Dealer,5,999.0,1214.0,1,DE,85.0,4,Benzine,116.0,160.3392,1,1,2,1,1,1,Other,1 owner,No,6
SEAT,32590,Off-Road/Pick-up,Used,5,0,9001.0,Automatic,1,Dealer,5,1498.0,1408.0,1,DE,110.0,1,Benzine,127.0,187.61302325581394,2,2,2,2,1,1,Leather,1 owner,Yes,6
SEAT,14999,Off-Road/Pick-up,Used,5,1,84122.0,Manual,0,Dealer,5,999.0,1432.0,0,ES,85.0,5,Benzine,127.0,176.58666666666667,0,0,0,0,0,0,Other,Other,No,6
SEAT,33790,Off-Road/Pick-up,Used,5,0,27050.0,Automatic,0,Dealer,7,1968.0,1780.0,1,DE,110.0,2,Diesel,188.0,214.97230769230768,2,1,1,1,1,1,Other,1 owner,No,6
SEAT,17990,Off-Road/Pick-up,Employee's car,5,0,5311.0,Manual,0,Dealer,5,999.0,1214.0,1,DE,66.0,1,LPG/CNG,104.0,73.87896428571428,1,1,1,1,1,1,Other,1 owner,No,6
SEAT,18990,Off-Road/Pick-up,Used,5,1,56478.0,Manual,0,Dealer,5,1498.0,1222.0,1,DE,110.0,4,Benzine,115.0,166.96615384615382,2,1,2,1,0,1,Other,1 owner,No,6
